RMSE,MAE,R2,Accuracy,Precision,Recall,F1,Specificity,ROC_AUC
1.8232459669208023,1.367809200524765,0.8608174172962615,0.8898475697440322,0.8808988764044944,0.9016676250718804,0.8911622620062518,0.8780207134637514,0.9588743249529676
