Model,RMSE,MAE,R2,Accuracy,Precision,Recall,F1,Specificity,ROC_AUC
sklearn MLP proxy (replace with LSTM),1.2065534155283926,0.8793854751534236,0.9390480681807066,0.9324129997123958,0.9145534729878722,0.9539965497412306,0.9338587109484943,0.9108170310701956,0.984298808026252
